MIN,BRANCH,BUSINESS GROUP,CLOSE DATE,TRANSACTION DATE,BEGINNING INVOICE,ENDING INVOICE,BEGINNING BALANCE,ENDING BALANCE,SALES FOR THE DAY,VATABLE SALES,MONTH,YEAR
2.40219E+16,BALOY,SELECT,02/01/2025,1/31/2025,000-091208,000-091469,"25,173,551.19","25,250,169.19","76,618.00","68,408.93",1,2025
2.40219E+16,BALOY,FUEL,02/01/2025,1/31/2025,000-221684,000-222372,"313,146,201.22","314,031,189.65","884,988.43","790,168.24",1,2025
2.40219E+16,BALOY,FUEL,02/01/2025,1/31/2025,000-005566,000-005582,,,0,0,1,2025
2.40309E+16,BALOY,SHOC+,02/01/2025,1/31/2025,000-001936,000-001941,"5,926,889.40","5,946,173.60","19,284.20","17,218.04",1,2025
2.40219E+16,BALOY,SELECT,1/31/2025,1/30/2025,000-090969,000-091207,"25,108,144.19","25,173,551.19","65,407.00","58,399.11",1,2025
2.40219E+16,BALOY,FUEL,1/31/2025,1/30/2025,000-221032,000-221683,"312,153,680.77","313,146,201.22","992,520.45","886,178.97",1,2025
2.40219E+16,BALOY,FUEL,1/31/2025,1/30/2025,000-005557,000-005565,,,0,0,1,2025
2.40219E+16,BALOY,FUEL,01/01/2025,12/31/2024,000-201712,000-202533,"285,998,262.58","286,604,902.81","606,640.23","541,643.06",12,2024
2.40219E+16,BALOY,FUEL,01/01/2025,12/31/2024,000-005153,000-005156,,,0,0,12,2024
2.40219E+16,BALOY,SELECT,01/01/2025,12/31/2024,000-083817,000-083985,"23,057,890.19","23,114,006.19","56,116.00","50,103.57",12,2024
2.40219E+16,BALOY,FUEL,04/01/2025,3/31/2025,000-259433,000-260108,"364,371,774.12","365,359,005.82","987,231.70","881,456.87",3,2025
2.40219E+16,BALOY,FUEL,04/01/2025,3/31/2025,000-006273,000-006277,,,0,0,3,2025
2.40219E+16,BALOY,SELECT,04/01/2025,3/31/2025,000-105206,000-105468,"29,061,536.08","29,132,031.08","70,495.00","62,941.96",3,2025
2.40309E+16,BALOY,SHOC+,04/01/2025,3/31/2025,000-002477,000-002488,"7,112,341.60","7,137,370.60","25,029.00","22,347.32",3,2025
2.40309E+16,BALOY,SHOC+,03/01/2025,2/28/2025,000-002233,000-002246,"6,506,790.40","6,524,703.20","17,912.80","15,993.57",2,2025
2.40309E+16,BALOY,SHOC+,02/01/2025,1/31/2025,000-001936,000-001941,"5,926,889.40","5,946,173.60","19,284.20","17,218.04",1,2025
2.40219E+16,BALOY,SELECT,02/04/2025,02/03/2025,000-091996,000-092244,"25,404,697.19",,#VALUE!,#VALUE!,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/04/2025,02/03/2025,000-223667,000-224319,"315,740,866.94","316,622,416.13","881,549.19","787,097.49",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/04/2025,02/03/2025,000-005613,000-005631,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/03/2025,02/02/2025,000-223075,000-223666,"314,983,075.98","315,740,866.94","757,790.96","676,599.07",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/03/2025,02/02/2025,000-005603,000-005612,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/03/2025,02/02/2025,000-091763,000-091997,"25,333,687.19","25,404,697.19","71,010.00","63,401.79",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/05/2025,02/04/2025,000-224320,000-224913,"316,622,416.13","317,550,736.57","928,320.44","828,857.54",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/05/2025,02/04/2025,000-005632,000-005641,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/05/2025,02/04/2025,000-092245,000-092468,"25,466,183.19","25,518,739.19","52,556.00","46,925.00",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/06/2025,02/05/2025,000-224914,000-225563,"317,550,736.57","318,549,892.97","999,156.40","892,103.93",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/06/2025,02/05/2025,000-005642,000-005658,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/06/2025,02/05/2025,000-092469,000-092696,"25,518,739.19","25,577,807.19","59,068.00","52,739.29",2,2025
2.40219E+16,BALOY,SELECT,02/07/2025,02/06/2025,000-092697,000-092905,"25,577,807.19","25,633,018.19","55,211.00","49,295.54",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/07/2025,02/06/2025,000-225564,000-226161,"318,549,892.97","319,417,581.43","867,688.46","774,721.84",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/07/2025,02/06/2025,000-005659,000-005677,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/08/2025,02/07/2025,000-226162,000-226849,"319,417,581.43","320,339,718.64","922,137.21","823,336.79",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/08/2025,02/07/2025,000-005678,000-005688,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/07/2025,02/06/2025,000-092906,000-093128,"25,633,018.19","25,699,301.19","66,283.00","59,181.25",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/08/2025,02/07/2025,000-226162,000-226849,"319,417,581.43","320,339,718.64","922,137.21","823,336.79",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/08/2025,02/07/2025,000-005678,000-005688,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/08/2025,02/07/2025,000-092906,000-093128,"25,633,018.19","25,699,301.19","66,283.00","59,181.25",2,2025
2.40219E+16,BALOY,SELECT,02/09/2025,02/08/2025,000-093129,000-093440,"25,699,301.19","25,780,476.19","81,175.00","72,477.68",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/09/2025,02/08/2025,000-226850,000-227573,"320,339,718.64","321,242,973.07","903,254.43","806,477.17",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/09/2025,02/08/2025,000-005689,000-005701,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/11/2025,02/09/2025,000-227574,000-228921,"321,242,973.07","322,887,538.06","1,644,564.99","1,468,361.60",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/11/2025,02/09/2025,000-005702,000-005721,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,02/11/2025,02/09/2025,000-093441,000-093892,"25,780,476.19","25,904,419.19","123,943.00","110,663.39",2,2025
2.40219E+16,BALOY,SELECT,02/12/2025,02/11/2025,000-093893,000-094146,"25,904,419.19","25,982,869.19","78,450.00","70,044.64",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/12/2025,02/11/2025,000-228922,000-229582,"322,887,538.06","323,943,892.51","1,056,354.45","943,173.62",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,02/12/2025,02/11/2025,000-005722,000-005734,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/13/2025,02/12/2025,000-229583,000-230168,"323,943,892.51","324,729,042.81","785,150.30","701,027.05",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/13/2025,02/12/2025,000-005735,000-005743,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/13/2025,02/12/2025,000-094147,000-094327,"25,982,869.19","26,035,845.19","52,976.00","47,300.00",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/14/2025,2/13/2025,000-230169,000-230793,"324,729,042.81","325,645,024.51","915,981.70","817,840.80",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/14/2025,2/13/2025,000-005744,000-005759,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/14/2025,2/13/2025,000-094328,000-094559,"26,035,845.19","26,111,696.19","75,851.00","67,724.11",2,2025
2.40219E+16,BALOY,SELECT,2/15/2025,2/14/2025,000-094560,000-094875,"26,111,696.19","26,211,227.19","99,531.00","88,866.96",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/15/2025,2/14/2025,000-230794,000-231577,"325,645,024.51","326,627,841.37","982,816.86","877,515.05",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/15/2025,2/14/2025,000-005760,000-005767,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/16/2025,2/15/2025,000-094876,000-095166,"26,211,227.19","26,298,984.19","87,757.00","78,354.46",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/16/2025,2/15/2025,000-231578,000-232336,"326,627,841.37","327,599,090.94","971,249.57","867,187.12",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/16/2025,2/15/2025,000-005768,000-005778,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/17/2025,2/16/2025,000-232337,000-232954,"325,990,090.94","328,249,078.70","2,258,987.76","2,016,953.36",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/17/2025,2/16/2025,000-005779,000-005788,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/17/2025,2/16/2025,000-095167,000-095381,"26,298,984.19","26,362,384.19","63,400.00","56,607.14",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/18/2025,2/17/2025,000-232955,000-233859,"328,249,078.70","329,580,613.00","1,331,534.30","1,188,869.91",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/18/2025,2/17/2025,000-005789,000-005803,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/18/2025,2/17/2025,000-095382,000-095638,"26,362,384.19","26,440,165.19","77,781.00","69,447.32",2,2025
2.40219E+16,BALOY,SELECT,2/19/2025,2/18/2025,000-095639,000-095794,"26,440,165.19","26,488,420.19","48,255.00","43,084.82",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/19/2025,2/18/2025,000-233860,000-234215,"329,580,613.00","330,072,970.17","492,357.17","439,604.62",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/19/2025,2/18/2025,000-005804,000-005806,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/20/2025,2/19/2025,000-234216,000-234811,"330,072,970.17","331,042,580.53","969,610.36","865,723.54",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/20/2025,2/19/2025,000-005807,000-005818,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/20/2025,2/19/2025,000-095795,000-096018,"26,488,420.19","26,553,595.19","65,175.00","58,191.96",2,2025
2.40219E+16,BALOY,SELECT,2/21/2025,2/20/2025,000-096019,000-096219,"26,553,595.19","26,613,563.19","59,968.00","53,542.86",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/21/2025,2/20/2025,000-234812,000-235391,"331,042,580.53","332,026,826.99","984,246.46","878,791.48",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/21/2025,2/20/2025,000-005819,000-005826,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/22/2025,2/21/2025,000-235392,000-236094,"332,026,926.99","333,013,957.97","987,030.98","881,277.66",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/22/2025,2/21/2025,000-005827,000-005837,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/22/2025,2/21/2025,000-096220,000-096470,"26,613,563.19","26,690,057.19","76,494.00","68,298.21",2,2025
2.40219E+16,BALOY,SELECT,2/23/2025,2/22/2025,000-096471,000-096783,"26,690,057.19","26,778,740.19","88,683.00","79,181.25",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/23/2025,2/22/2025,000-236095,000-236800,"333,013,957.97","333,889,926.99","875,969.02","782,115.20",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/23/2025,2/22/2025,000-005838,000-005849,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/25/2025,2/23/2025,000-236801,000-238027,"333,889,926.99","335,508,972.08","1,619,045.09","1,445,575.97",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/25/2025,2/23/2025,000-005850,000-005874,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/25/2025,2/23/2025,000-063784,000-097204,"26,778,740.19","26,918,213.19","139,473.00","124,529.46",2,2025
2.40219E+16,BALOY,SELECT,2/24/2025,2/23/2025,000-096784,000-097007,"26,778,740.19","26,847,334.19","68,594.00","61,244.64",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/24/2025,2/23/2025,000-236801,000-237437,"333,889,926.99","334,726,154.16","836,227.17","746,631.40",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/24/2025,2/23/2025,000-005850,000-005866,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/26/2025,2/25/2025,000-097205,000-097412,"26,918,213.19","26,975,396.54","57,183.35","51,056.56",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/26/2025,2/25/2025,000-238028,000-238612,"335,508,972.08","336,378,186.32","869,214.24","776,084.14",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/26/2025,2/25/2025,000-005875,000-005890,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/27/2025,2/26/2025,000-238613,000-239205,"336,378,186.32","337,188,310.13","810,123.81","723,324.83",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/27/2025,2/26/2025,000-005891,000-005907,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/27/2025,2/26/2025,000-097413,000-097641,"26,975,396.54","27,037,732.54","62,336.00","55,657.14",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/28/2025,2/27/2025,000-239206,000-239862,"337,188,310.13","338,224,421.77","1,036,111.64","925,099.68",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,2/28/2025,2/27/2025,000-005908,000-005923,,,0,0,2,2025
2.40219E+16,BALOY,SELECT,2/28/2025,2/27/2025,000-097642,000-097866,"27,037,732.54","27,096,013.54","58,281.00","52,036.61",2,2025
2.40219E+16,BALOY,SELECT,03/01/2025,2/28/2025,000-097867,000-098172,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,03/01/2025,2/28/2025,000-239863,000-240598,"338,224,421.77","339,267,018.21","1,042,596.44","930,889.68",2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,03/01/2025,2/28/2025,000-005924,000-005932,,,0,0,2,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/01/2025,3/31/2025,000-259433,000-260108,"364,371,774.12","365,359,005.82",,,,
2.40219E+16,BALOY,FUEL/FORECOURT,04/01/2025,3/31/2025,000-006273,000-006277,,,,,,
2.40219E+16,BALOY,SELECT,04/01/2025,3/31/2025,000-105206,000-105468,"29,061,536.08","29,132,031.08",,,,
2.40219E+16,BALOY,FUEL/FORECOURT,04/02/2025,04/01/2025,000-260109,000-260740,"365,359,005.82","366,216,150.98",,,,
2.40219E+16,BALOY,FUEL/FORECOURT,04/02/2025,04/01/2025,000-006278,000-005284,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/02/2025,04/01/2025,000-105469,000-105690,"29,132,031.08","29,193,187.08","61,156.00","54,603.57",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/03/2025,04/02/2025,000-260741,000-261298,"336,216,150.98","367,003,999.71","30,787,848.73","27,489,150.65",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/03/2025,04/02/2025,000-006285,000-006297,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/03/2025,04/02/2025,000-105691,000-105857,"29,193,187.08","29,245,886.08","52,699.00","47,052.68",4,2025
2.40219E+16,BALOY,SELECT,04/03/2025,04/03/2025,000-105858,000-105859,"29,245,886.08","29,246,291.08",405,361.61,4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/03/2025,04/03/2025,000-261299,000-261308,"367,003,999.71","367,019,756.19","15,756.48","14,068.29",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/04/2025,04/04/2025,000-261309,000-261947,"367,019,756.19","367,973,656.43","953,900.24","851,696.64",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/04/2025,04/03/2025,000-006298,000-006307,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/04/2025,04/03/2025,000-105860,000-106112,"29,246,291.08","29,319,629.11","73,338.03","65,480.38",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/05/2025,04/04/2025,000-261948,000-262650,"367,973,656.43","368,951,183.66","977,527.23","872,792.17",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/05/2025,04/04/2025,000-006308,000-006318,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/05/2025,04/04/2025,000-106113,000-106376,"29,319,629.11","29,394,226.11","74,597.00","66,604.46",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/06/2025,04/05/2025,000-262646,000-263423,"368,951,183.66","39,914,786.76","-329,036,396.90","-293,782,497.23",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/06/2025,04/05/2025,000-006319,000-006327,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/06/2025,04/05/2025,000-106377,000-106684,"29,394,225.11","29,471,652.11","77,427.00","69,131.25",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/07/2025,04/06/2025,000-263424,000-264042,"369,914,786.76","370,660,494.60","745,707.84","665,810.57",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/07/2025,04/06/2025,000-006328,000-006339,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/07/2025,04/06/2025,000-106685,000-106949,"29,471,652.11","29,540,707.11","69,055.00","61,656.25",4,2025
2.40219E+16,BALOY,SELECT,04/08/2025,04/07/2025,000-106950,000-107154,"29,540,707.11","29,590,343.11","49,636.00","44,317.86",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/08/2025,04/07/2025,000-264047,000-264672,"370,666,479.80","371,466,168.03","799,688.23","714,007.35",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/08/2025,04/07/2025,000-006340,000-006354,,,0,0,4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/09/2025,04/08/2025,000-264673,000-265344,"371,466,168.03","372,478,124.32","1,011,956.29","903,532.40",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/09/2025,04/08/2025,000-006355,000-006366,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/09/2025,04/08/2025,000-107155,000-107401,"29,590,343.11","29,649,958.11","59,615.00","53,227.68",4,2025
2.40219E+16,BALOY,SELECT,04/10/2025,04/09/2025,000-107402,000-107631,"29,649,958.11","29,712,600.22","62,642.11","55,930.46",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/10/2025,04/09/2025,000-265345,000-265973,"372,478,124.32","373,374,469.92","896,345.60","800,308.57",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/10/2025,04/09/2025,000-006367,000-006378,,,0,0,4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/11/2025,04/10/2025,000-265974,000-266593,"373,374,469.92","374,389,970.81","1,015,500.89","906,697.22",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/11/2025,04/10/2025,000-006379,000-006386,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/11/2025,04/10/2025,000-107632,000-107837,"29,712,600.22","29,777,645.22","65,045.00","58,075.89",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/12/2025,04/11/2025,000-266594,000-267329,"374,389,970.81","375,307,499.46","917,528.65","819,222.01",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,04/12/2025,04/11/2025,000-006387,000-006398,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,04/12/2025,04/11/2025,000-107838,000-108101,"29,777,645.22","29,865,640.22","87,995.00","78,566.96",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/13/2025,04/12/2025,000-267330,000-268127,"375,307,499.46","376,307,581.79","1,000,082.33","892,930.65",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/13/2025,04/12/2025,000-006399,000-006410,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/13/2025,04/12/2025,000-108102,000-108376,"29,865,640.22","29,940,908.22","75,268.00","67,203.57",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/14/2025,4/13/2025,000-268128,000-268807,"376,307,581.79","377,067,879.01","760,297.22","678,836.80",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/14/2025,4/13/2025,000-006411,000-006423,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/14/2025,4/13/2025,000-108377,000-108627,"29,940,908.22","30,023,466.22","82,558.00","73,712.50",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/15/2025,4/14/2025,000-268808,000-269470,"377,067,879.01","378,012,913.58","945,034.57","843,780.87",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/15/2025,4/14/2025,000-006424,000-006432,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/15/2025,4/14/2025,000-108628,000-108853,"30,023,466.22","30,102,384.22","78,918.00","70,462.50",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/16/2025,4/15/2025,000-269471,000-270218,"378,012,913.58","379,109,737.00","1,096,823.42","979,306.63",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/16/2025,4/15/2025,000-006433,000-006453,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/16/2025,4/15/2025,000-108854,000-109114,"30,102,384.22","30,189,541.22","87,157.00","77,818.75",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/17/2025,4/16/2025,000-270219,000-271063,"379,109,737.00","380,243,107.99","1,133,370.99","1,011,938.38",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/17/2025,4/16/2025,000-006454,000-006468,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/17/2025,4/16/2025,000-109115,000-109466,"30,189,541.22","30,308,372.22","118,831.00","106,099.11",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/18/2025,4/17/2025,000-271064,000-271814,"380,243,107.99","380,961,017.00","717,909.01","640,990.19",4,2025
2.40219E+16,BALOY,FUEL/FORECOURT,4/18/2025,4/17/2025,000-006469,000-006481,,,0,0,4,2025
2.40219E+16,BALOY,SELECT,4/18/2025,4/17/2025,000-109467,000-109782,"30,308,372.22","30,437,377.22","129,005.00","115,183.04",4,2025
